Timestamp,Facility,Region,Energy_Consumption_kWh,CO2_Emissions_kg,Water_Usage_Liters,Waste_Generated_kg,Renewable_Energy_Percentage,Recycled_Waste_Percentage,Supplier,Fleet_EV_Percentage,Heat_Generation_MWh,Electricity_Generation_MWh,Sustainability_Score
09/16/2024,Vaasa Logistics Center,North,1382.55,560.42,48031.52,681.0,76.89,87.88,Oy EL-Ho Oy,92.09,141.9,236.72,84.75
09/17/2024,Wartsila Smart Technology Hub,South,1714.65,1412.66,13676.84,823.43,88.66,83.17,LEKO Logistics,84.85,280.27,817.21,85.87
09/18/2024,Vaskiluoto Power Plant,West,4245.04,907.67,22714.92,1129.75,76.42,75.51,Wasaline,79.94,356.03,594.82,77.21
09/19/2024,Vaskiluoto Power Plant,East,909.18,1531.49,48994.32,650.83,81.38,78.12,Wasaline,92.41,199.86,242.64,83.71
09/20/2024,Kivihaka Distribution Center,East,1708.83,938.67,11919.24,613.63,91.9,89.32,Wasaline,83.91,417.75,694.58,88.73
09/21/2024,Vaskiluoto Power Plant,West,1685.18,659.38,34012.73,953.98,75.47,88.18,Wasaline,85.3,249.05,741.49,82.23
09/22/2024,Wartsila Smart Technology Hub,West,591.02,928.06,21147.91,500.89,91.29,75.54,Wasaline,82.18,82.79,742.74,83.83
09/23/2024,Vaasa Logistics Center,South,1951.78,1293.98,6450.9,1112.88,80.64,79.44,Ahola Transport,86.86,88.41,773.68,82.14
09/24/2024,Kivihaka Distribution Center,North,3251.53,1082.81,35560.29,302.75,77.36,79.62,Ahola Transport,78.27,128.11,611.26,78.31
09/25/2024,Vaasa Logistics Center,North,2668.31,1513.69,10946.85,887.72,88.93,88.44,LEKO Logistics,82.82,257.41,277.53,86.95
09/26/2024,Vaskiluoto Power Plant,North,4065.35,400.26,31337.17,535.94,87.58,75.39,KWH Logistics,94.39,175.89,176.27,85.97
09/27/2024,Vaasa Logistics Center,South,678.15,2304.1,47928.98,366.32,92.55,77.08,Oy EL-Ho Oy,80.16,291.0,357.01,84.19
09/28/2024,ABB Vaasa Factory,East,2341.46,1223.34,32455.05,543.14,89.7,91.0,Oy EL-Ho Oy,88.13,100.95,820.76,89.62
09/29/2024,Kivihaka Distribution Center,East,4332.41,882.5,23510.99,986.9,91.07,78.57,LEKO Logistics,81.5,282.79,524.11,84.45
09/30/2024,Wartsila Smart Technology Hub,East,2041.39,691.91,12163.8,118.82,80.64,88.05,Ahola Transport,90.47,63.6,517.95,85.81
10/01/2024,ABB Vaasa Factory,West,3898.9,1088.83,9277.31,655.59,78.55,79.76,Wasaline,77.62,439.67,833.07,78.63
10/02/2024,ABB Vaasa Factory,East,3755.11,720.02,38840.45,618.72,90.01,76.99,Wasaline,94.4,84.16,956.81,87.42
10/03/2024,Kivihaka Distribution Center,South,2309.41,2698.71,46110.5,572.46,91.14,79.86,Wasaline,84.08,436.44,286.69,85.64
10/04/2024,Vaskiluoto Power Plant,North,1594.26,253.32,26403.66,374.99,94.81,89.45,Oy EL-Ho Oy,79.72,127.01,698.54,88.67
10/05/2024,Wartsila Smart Technology Hub,North,2735.44,859.07,25615.43,245.4,83.25,92.11,Oy EL-Ho Oy,76.47,73.06,957.15,83.88
10/06/2024,ABB Vaasa Factory,South,1804.06,2016.7,33138.77,983.66,82.44,91.6,LEKO Logistics,78.4,175.03,309.44,83.98
10/07/2024,Vaasa Logistics Center,East,1707.65,1757.27,29336.08,569.27,90.53,82.94,Wasaline,85.4,196.39,293.36,86.71
10/08/2024,Vaasa Logistics Center,South,719.32,915.14,41882.52,735.87,81.82,88.36,Ahola Transport,81.74,176.95,345.42,83.76
10/09/2024,ABB Vaasa Factory,West,3620.39,763.18,49834.02,422.45,93.62,79.1,Oy EL-Ho Oy,91.58,419.51,835.46,88.65
10/10/2024,Vaskiluoto Power Plant,West,2217.4,2784.06,10324.17,248.84,92.17,80.86,Oy EL-Ho Oy,83.62,157.26,595.62,86.21
10/11/2024,Wartsila Smart Technology Hub,West,999.72,1137.69,20173.68,438.02,83.58,92.93,KWH Logistics,79.97,72.11,509.27,85.3
10/12/2024,Vaasa Logistics Center,North,5112.89,2239.85,15651.81,644.32,90.02,75.26,Ahola Transport,87.34,385.33,356.0,84.79
10/13/2024,Kivihaka Distribution Center,South,4197.64,688.82,40384.41,1156.96,90.09,76.71,Ahola Transport,89.14,125.77,775.78,85.79
10/14/2024,ABB Vaasa Factory,West,638.34,742.73,50632.07,911.19,77.06,79.16,LEKO Logistics,78.34,223.05,108.68,78.07
10/15/2024,Wartsila Smart Technology Hub,South,2040.64,1667.3,27436.41,403.97,93.05,75.53,LEKO Logistics,78.35,338.92,340.78,83.39
10/16/2024,Wartsila Smart Technology Hub,West,3968.25,2970.23,15443.24,930.03,85.11,78.63,Oy EL-Ho Oy,75.73,215.28,498.19,80.35
10/17/2024,Vaskiluoto Power Plant,West,4249.04,939.53,17457.29,522.52,91.53,86.66,Oy EL-Ho Oy,89.73,460.04,883.95,89.53
10/18/2024,Kivihaka Distribution Center,West,1751.68,1915.11,11535.12,887.22,81.4,83.43,Wasaline,88.28,331.81,401.16,84.07
10/19/2024,ABB Vaasa Factory,South,814.07,1652.28,43759.46,277.2,92.91,92.85,Ahola Transport,84.49,479.21,602.87,90.37
10/20/2024,ABB Vaasa Factory,North,5143.6,778.29,37189.22,634.87,82.78,91.35,Ahola Transport,91.88,459.89,650.43,88.08
10/21/2024,ABB Vaasa Factory,West,3259.98,1411.98,25217.11,1011.84,75.22,81.84,Oy EL-Ho Oy,91.11,134.64,694.0,81.97
10/22/2024,ABB Vaasa Factory,North,2491.15,1759.05,16600.01,921.29,93.11,80.19,Ahola Transport,86.71,323.92,977.52,87.31
10/23/2024,Wartsila Smart Technology Hub,East,1585.64,1580.37,39176.64,882.16,76.83,82.59,Ahola Transport,92.37,134.69,691.23,83.22
10/24/2024,Kivihaka Distribution Center,West,4517.47,365.4,21500.28,423.19,81.39,86.81,KWH Logistics,79.12,246.54,300.23,82.33
10/25/2024,Vaskiluoto Power Plant,South,1935.65,1748.95,7866.02,887.63,94.0,80.36,Ahola Transport,77.24,217.94,693.63,84.88
10/26/2024,Vaasa Logistics Center,North,4873.45,3149.62,13309.56,1307.49,94.01,87.48,LEKO Logistics,80.39,199.99,168.25,87.97
10/27/2024,Wartsila Smart Technology Hub,North,3049.51,2164.32,41354.62,1022.45,86.47,83.19,Ahola Transport,76.14,390.72,146.15,82.39
10/28/2024,Vaskiluoto Power Plant,East,1259.75,1584.87,43396.02,631.31,87.64,86.04,Oy EL-Ho Oy,85.62,278.78,655.36,86.55
10/29/2024,ABB Vaasa Factory,West,4843.72,385.33,8854.5,992.39,83.97,83.72,Oy EL-Ho Oy,93.73,386.79,884.13,86.82
10/30/2024,Vaasa Logistics Center,South,5183.08,2948.61,14291.37,629.44,80.86,80.89,Oy EL-Ho Oy,75.79,135.62,360.78,79.35
10/31/2024,Kivihaka Distribution Center,North,3746.38,2382.61,35580.53,748.35,81.57,93.97,Oy EL-Ho Oy,77.44,496.71,793.7,84.05
11/01/2024,Wartsila Smart Technology Hub,West,881.0,337.6,31780.74,129.8,88.45,90.27,Ahola Transport,84.04,405.4,741.24,87.67
11/02/2024,Wartsila Smart Technology Hub,West,4541.89,2246.66,17115.74,150.95,90.05,77.8,KWH Logistics,93.68,287.25,963.55,87.46
11/03/2024,Wartsila Smart Technology Hub,South,1189.48,2886.9,13293.73,722.34,90.83,92.37,Ahola Transport,81.32,344.7,498.52,88.44
11/04/2024,Vaskiluoto Power Plant,South,2749.16,1782.79,37579.75,321.15,90.79,84.75,LEKO Logistics,85.14,128.65,443.36,87.28
11/05/2024,Kivihaka Distribution Center,East,1997.56,2857.95,32932.14,157.54,76.82,92.89,Ahola Transport,75.83,357.23,466.94,81.35
11/06/2024,Vaskiluoto Power Plant,East,5023.64,2175.19,27876.65,349.72,84.89,91.0,Oy EL-Ho Oy,77.97,303.81,240.0,84.64
11/07/2024,ABB Vaasa Factory,South,1445.42,2767.71,29223.24,495.24,76.15,83.5,Ahola Transport,94.73,391.99,202.19,83.93
11/08/2024,Wartsila Smart Technology Hub,North,3230.07,1858.94,18058.97,109.84,85.99,75.45,Oy EL-Ho Oy,94.3,84.9,984.34,85.32
11/09/2024,Kivihaka Distribution Center,South,3332.1,347.83,49919.93,130.86,83.83,80.37,KWH Logistics,75.1,243.89,655.68,80.17
11/10/2024,Wartsila Smart Technology Hub,North,3289.19,2056.55,27561.06,1036.95,92.75,85.83,LEKO Logistics,94.04,114.44,124.9,91.06
11/11/2024,Wartsila Smart Technology Hub,West,4193.04,824.72,30939.86,281.15,82.02,87.67,Ahola Transport,87.78,227.28,263.23,85.44
11/12/2024,Vaskiluoto Power Plant,East,3915.58,2033.7,26034.56,845.52,77.34,80.16,Ahola Transport,92.36,285.48,444.79,82.69
11/13/2024,ABB Vaasa Factory,South,5276.54,2065.04,37081.91,254.8,77.86,77.79,Ahola Transport,84.09,331.95,597.57,79.71
11/14/2024,Vaasa Logistics Center,East,2540.81,1666.38,40546.03,172.45,90.23,91.7,Oy EL-Ho Oy,85.31,364.19,237.43,89.2
11/15/2024,Wartsila Smart Technology Hub,East,762.45,2727.29,25269.5,130.01,87.36,94.69,LEKO Logistics,84.78,489.68,269.93,88.79
11/16/2024,ABB Vaasa Factory,North,1611.77,2737.92,15946.61,983.34,77.02,85.51,LEKO Logistics,88.34,134.73,651.71,82.96
11/17/2024,Vaasa Logistics Center,East,1451.27,1776.44,8724.93,629.26,76.68,78.43,Ahola Transport,77.79,98.92,120.3,77.54
11/18/2024,Vaasa Logistics Center,South,5503.96,1736.76,8225.37,644.58,89.02,80.45,Wasaline,75.6,457.74,615.27,82.42
11/19/2024,Vaasa Logistics Center,East,2282.63,1176.65,13627.7,819.27,76.46,75.37,Ahola Transport,81.16,325.1,304.37,77.54
11/20/2024,Vaasa Logistics Center,North,1759.5,2164.91,16219.09,757.79,91.44,93.29,Ahola Transport,89.09,410.69,690.91,91.29
11/21/2024,ABB Vaasa Factory,East,4662.14,1579.53,37220.23,1082.49,89.12,77.36,Wasaline,79.04,127.11,199.86,82.57
11/22/2024,Kivihaka Distribution Center,East,723.66,1552.41,28757.8,586.1,76.63,86.53,LEKO Logistics,88.47,428.57,502.87,83.15
11/23/2024,Vaskiluoto Power Plant,West,4283.38,501.62,25573.54,170.27,76.7,80.48,Oy EL-Ho Oy,94.4,70.69,154.84,83.14
11/24/2024,Vaasa Logistics Center,North,4656.77,1182.34,36917.64,473.56,94.73,86.08,Wasaline,76.88,95.42,717.33,86.78
11/25/2024,ABB Vaasa Factory,East,3167.26,2845.15,42514.73,479.08,82.49,88.03,KWH Logistics,88.45,353.18,662.98,85.94
11/26/2024,Vaskiluoto Power Plant,East,5947.28,691.04,51652.41,1169.7,82.41,91.59,KWH Logistics,83.88,421.79,493.62,85.61
11/27/2024,Vaasa Logistics Center,North,2108.24,2307.09,54437.4,522.35,91.26,79.13,LEKO Logistics,92.36,378.06,946.74,87.95
11/28/2024,Vaskiluoto Power Plant,North,2047.03,1250.64,48963.09,503.29,93.94,75.22,KWH Logistics,78.54,275.04,691.67,83.71
11/29/2024,ABB Vaasa Factory,East,2708.83,503.61,42926.74,312.16,94.72,77.74,KWH Logistics,88.85,367.08,930.46,87.87
11/30/2024,Wartsila Smart Technology Hub,West,3219.9,884.51,28167.04,488.2,90.07,93.0,LEKO Logistics,91.76,157.99,865.95,91.46
12/01/2024,Vaskiluoto Power Plant,South,1507.84,1134.83,26092.82,896.51,82.53,92.48,KWH Logistics,93.89,347.07,728.94,88.92
12/02/2024,Vaskiluoto Power Plant,West,3248.27,2354.07,11709.76,127.73,76.67,86.95,KWH Logistics,88.66,150.47,658.07,83.35
12/03/2024,Wartsila Smart Technology Hub,North,4107.67,1047.01,17466.61,882.1,90.54,87.01,Ahola Transport,84.94,137.93,959.97,87.8
12/04/2024,Wartsila Smart Technology Hub,West,4555.96,2299.93,21681.18,967.24,86.17,88.3,Wasaline,87.36,206.98,786.9,87.16
12/05/2024,ABB Vaasa Factory,West,3062.65,604.89,26497.65,575.53,83.48,78.51,KWH Logistics,92.38,140.72,948.75,84.66
12/06/2024,Wartsila Smart Technology Hub,West,5665.54,2111.23,32702.4,544.76,93.13,93.29,KWH Logistics,86.41,486.42,394.45,91.16
12/07/2024,Vaasa Logistics Center,West,2311.0,2913.04,24268.48,707.32,77.22,83.38,Oy EL-Ho Oy,75.61,323.75,944.39,78.58
12/08/2024,Wartsila Smart Technology Hub,West,4034.73,1975.38,23904.49,171.34,84.85,82.66,KWH Logistics,93.62,322.19,111.52,86.83
12/09/2024,Vaskiluoto Power Plant,East,5290.19,618.24,49581.54,435.04,75.23,85.38,Wasaline,88.79,198.5,734.87,82.34
12/10/2024,Vaskiluoto Power Plant,East,4399.39,1177.63,48136.5,909.13,84.37,75.94,Ahola Transport,88.53,141.56,895.16,83.09
12/11/2024,Wartsila Smart Technology Hub,West,3076.86,544.21,23454.87,427.95,76.13,78.33,KWH Logistics,79.31,84.02,280.5,77.74
12/12/2024,Kivihaka Distribution Center,West,4528.33,2230.44,21218.64,424.48,77.38,89.76,KWH Logistics,88.18,378.51,829.7,84.33
12/13/2024,ABB Vaasa Factory,North,4658.27,860.24,12818.74,786.67,77.35,76.66,Ahola Transport,82.88,181.83,771.21,78.8
12/14/2024,Vaskiluoto Power Plant,East,4537.06,938.05,30038.29,833.45,87.98,87.06,Ahola Transport,88.02,385.45,613.61,87.72
12/15/2024,ABB Vaasa Factory,South,1817.19,1918.99,29431.29,475.92,89.92,79.91,LEKO Logistics,77.13,446.51,806.36,83.08
12/16/2024,Vaasa Logistics Center,East,1110.78,1647.64,6479.16,694.82,86.67,82.79,KWH Logistics,88.16,441.49,966.77,85.95
12/17/2024,Vaskiluoto Power Plant,West,5562.95,628.31,43099.0,641.79,94.24,80.77,Oy EL-Ho Oy,94.99,274.59,886.02,90.43
12/18/2024,Kivihaka Distribution Center,West,861.36,2811.3,50312.99,370.41,82.5,82.11,Wasaline,75.96,218.21,568.18,80.42
12/19/2024,Vaasa Logistics Center,East,1185.31,1663.31,37102.92,126.17,80.71,89.38,Oy EL-Ho Oy,94.54,382.83,937.28,87.46
12/20/2024,Kivihaka Distribution Center,North,4114.97,1003.83,38953.27,634.59,92.37,80.94,Ahola Transport,83.14,246.4,654.27,86.17
12/21/2024,Wartsila Smart Technology Hub,North,2500.05,1191.49,28125.34,293.28,79.47,86.33,Wasaline,92.42,388.89,797.36,85.41
12/22/2024,Vaskiluoto Power Plant,West,2820.54,248.48,38986.09,657.65,94.26,84.52,LEKO Logistics,90.65,88.39,525.98,90.26
12/23/2024,Kivihaka Distribution Center,South,2403.99,699.98,20117.83,790.84,75.24,88.27,Wasaline,86.34,204.89,758.21,82.48
12/24/2024,Wartsila Smart Technology Hub,South,5206.36,2911.92,38162.37,1213.97,94.4,93.74,Oy EL-Ho Oy,89.77,288.41,970.41,92.81
12/25/2024,Vaskiluoto Power Plant,West,1838.74,2206.79,41260.79,672.53,75.86,89.65,KWH Logistics,92.57,226.69,853.28,85.01
12/26/2024,Vaasa Logistics Center,North,2499.35,2281.59,14682.5,968.13,92.82,79.3,KWH Logistics,83.08,377.16,475.36,85.84
12/27/2024,Wartsila Smart Technology Hub,West,4862.22,2506.71,9923.48,410.76,85.55,75.62,Ahola Transport,81.54,334.61,243.23,81.37
12/28/2024,Vaskiluoto Power Plant,West,3309.79,974.05,39051.33,1071.57,94.86,80.25,Ahola Transport,88.35,202.3,126.97,88.52
12/29/2024,Vaasa Logistics Center,East,1836.94,1961.95,40540.67,189.36,76.48,86.9,KWH Logistics,91.16,413.91,171.31,84.01
12/30/2024,ABB Vaasa Factory,West,3886.07,1366.49,15305.73,503.48,86.08,76.03,LEKO Logistics,90.25,309.81,938.22,84.31
12/31/2024,Vaasa Logistics Center,East,1884.53,724.92,33742.75,738.83,94.39,84.93,Ahola Transport,90.96,360.9,176.01,90.52
01/01/2025,ABB Vaasa Factory,West,2220.23,2623.31,46596.93,337.14,85.46,86.94,KWH Logistics,83.71,339.95,396.67,85.38
01/02/2025,Vaskiluoto Power Plant,West,4392.49,909.53,17863.55,431.93,87.59,81.68,KWH Logistics,91.36,142.9,770.51,86.95
01/03/2025,ABB Vaasa Factory,North,5522.5,1561.63,42657.5,990.34,88.91,90.42,Ahola Transport,77.4,323.51,979.2,85.91
01/04/2025,Kivihaka Distribution Center,West,2713.62,1722.96,6195.48,290.35,84.09,77.13,Oy EL-Ho Oy,85.89,200.65,611.53,82.54
01/05/2025,Wartsila Smart Technology Hub,North,2390.37,929.76,36991.94,833.28,87.55,76.5,Ahola Transport,75.12,101.28,928.83,80.51
01/06/2025,Vaasa Logistics Center,East,2873.21,1366.87,23681.53,724.84,86.69,89.56,Ahola Transport,81.49,252.32,903.6,85.99
01/07/2025,Vaasa Logistics Center,South,2487.51,860.83,12900.86,281.0,93.02,84.91,Wasaline,82.33,110.21,660.72,87.38
01/08/2025,Vaskiluoto Power Plant,East,5468.78,1905.27,29735.21,731.93,75.91,88.77,Ahola Transport,82.92,150.96,117.81,81.87
01/09/2025,Wartsila Smart Technology Hub,West,2661.17,1899.88,21574.19,1055.03,80.62,83.7,LEKO Logistics,88.91,208.09,291.23,84.03
01/10/2025,Kivihaka Distribution Center,West,3238.63,2533.81,31707.71,677.61,94.01,79.93,Ahola Transport,82.77,91.67,559.52,86.41
01/11/2025,ABB Vaasa Factory,South,4788.73,571.49,8782.84,936.76,92.81,91.38,Oy EL-Ho Oy,83.97,465.24,203.25,89.73
01/12/2025,Vaskiluoto Power Plant,West,5251.32,1257.3,36069.27,1059.52,84.11,90.99,Ahola Transport,79.75,63.54,286.2,84.87
01/13/2025,ABB Vaasa Factory,South,3835.68,529.52,34593.11,319.85,87.4,88.89,Ahola Transport,82.47,188.28,820.32,86.37
01/14/2025,ABB Vaasa Factory,South,3315.23,1675.82,6616.05,270.59,80.55,80.44,LEKO Logistics,79.55,121.32,270.89,80.22
01/15/2025,Wartsila Smart Technology Hub,North,3287.32,1402.94,13836.39,198.25,78.76,86.8,Ahola Transport,76.46,125.87,706.66,80.49
01/16/2025,Kivihaka Distribution Center,East,5509.76,656.24,24436.68,468.84,84.27,82.22,KWH Logistics,87.07,475.73,635.69,84.5
01/17/2025,Vaasa Logistics Center,East,3141.85,886.93,11521.01,264.04,82.07,76.83,Ahola Transport,88.36,56.1,589.79,82.39
01/18/2025,Wartsila Smart Technology Hub,South,4013.55,1849.5,35725.59,499.82,86.67,93.35,Oy EL-Ho Oy,87.39,332.49,348.45,88.89
01/19/2025,ABB Vaasa Factory,North,1957.29,2195.59,31828.57,815.11,76.55,77.74,KWH Logistics,84.27,420.82,278.32,79.22
01/20/2025,ABB Vaasa Factory,East,2536.18,486.41,37806.83,404.87,94.49,94.0,Oy EL-Ho Oy,82.6,113.59,416.48,90.78
01/21/2025,Kivihaka Distribution Center,South,4833.3,1300.83,11810.79,324.92,94.72,83.92,KWH Logistics,92.27,282.06,508.26,90.75
